"","symbol","date","close"
"337","AAL",2020-01-15,27.58
"338","AAL",2020-01-16,28.23
"339","AAL",2020-01-17,28.4
"340","AAL",2020-01-21,27.200001
"341","AAL",2020-01-22,27.32
"342","AAL",2020-01-23,28.799999
"343","AAL",2020-01-24,27.639999
"344","AAL",2020-01-27,26.110001
"345","AAL",2020-01-28,26.9
"346","AAL",2020-01-29,26.799999
"347","AAL",2020-01-30,27.719999
"348","AAL",2020-01-31,26.84
"349","AAL",2020-02-03,27.16
"350","AAL",2020-02-04,28.43
"351","AAL",2020-02-05,29.1
"352","AAL",2020-02-06,28.299999
"353","AAL",2020-02-07,28.379999
"354","AAL",2020-02-10,28.790001
"355","AAL",2020-02-11,29.84
"356","AAL",2020-02-12,30.469999
"357","AAL",2020-02-13,30.09
"358","AAL",2020-02-14,29.200001
"359","AAL",2020-02-18,28.629999
"360","AAL",2020-02-19,28.33
"361","AAL",2020-02-20,28.51
"362","AAL",2020-02-21,27.82
"363","AAL",2020-02-24,25.450001
"364","AAL",2020-02-25,23.120001
"365","AAL",2020-02-26,22.309999
"366","AAL",2020-02-27,20.6
"367","AAL",2020-02-28,19.049999
"368","AAL",2020-03-02,18.860001
"369","AAL",2020-03-03,17.85
"370","AAL",2020-03-04,18.530001
"371","AAL",2020-03-05,16.040001
"372","AAL",2020-03-06,15.97
"373","AAL",2020-03-09,14.75
"374","AAL",2020-03-10,17
"375","AAL",2020-03-11,16.26
"376","AAL",2020-03-12,13.45
"377","AAL",2020-03-13,14.31
"378","AAL",2020-03-16,15.92
"379","AAL",2020-03-17,15.58
"380","AAL",2020-03-18,11.65
"381","AAL",2020-03-19,10.29
"382","AAL",2020-03-20,10.38
"383","AAL",2020-03-23,10.25
"384","AAL",2020-03-24,13.92
"385","AAL",2020-03-25,15.39
"386","AAL",2020-03-26,15.66
"387","AAL",2020-03-27,14.04
"388","AAL",2020-03-30,12.25
"389","AAL",2020-03-31,12.19
"390","AAL",2020-04-01,10.69
"391","AAL",2020-04-02,10.06
"392","AAL",2020-04-03,9.39
"393","AAL",2020-04-06,9.5
"394","AAL",2020-04-07,10.22
"395","AAL",2020-04-08,11.33
"396","AAL",2020-04-09,12.51
"397","AAL",2020-04-13,11.56
"398","AAL",2020-04-14,11.95
"399","AAL",2020-04-15,12.29
"400","AAL",2020-04-16,11.07
"401","AAL",2020-04-17,11.57
"402","AAL",2020-04-20,11.06
"403","AAL",2020-04-21,11
"404","AAL",2020-04-22,10.27
"405","AAL",2020-04-23,10.25
"406","AAL",2020-04-24,10.31
"407","AAL",2020-04-27,10.02
"408","AAL",2020-04-28,11.26
"409","AAL",2020-04-29,12.63
"410","AAL",2020-04-30,12.01
"411","AAL",2020-05-01,10.64
"412","AAL",2020-05-04,9.82
"413","AME",2019-12-05,97.68
"414","AME",2019-12-06,98.550003
"415","AME",2019-12-09,98.330002
"416","AME",2019-12-10,98.080002
"417","AME",2019-12-11,98.669998
"418","AME",2019-12-12,99.300003
"419","AME",2019-12-13,98.559998
"420","AME",2019-12-16,99.260002
"421","AME",2019-12-17,99.199997
"422","AME",2019-12-18,98.959999
"423","AME",2019-12-19,99.559998
"424","AME",2019-12-20,99.779999
"425","AME",2019-12-23,100.139999
"426","AME",2019-12-24,99.709999
"427","AME",2019-12-26,100.07
"428","AME",2019-12-27,99.949997
"429","AME",2019-12-30,99.93
"430","AME",2019-12-31,99.739998
"431","AME",2020-01-02,100.800003
"432","AME",2020-01-03,100.940002
"433","AME",2020-01-06,101.050003
"434","AME",2020-01-07,101.629997
"435","AME",2020-01-08,101.860001
"436","AME",2020-01-09,101.360001
"437","AME",2020-01-10,100.760002
"438","AME",2020-01-13,100.830002
"439","AME",2020-01-14,100.839996
"440","AME",2020-01-15,100.660004
"441","AME",2020-01-16,100.190002
"442","AME",2020-01-17,101.779999
"443","AME",2020-01-21,101.260002
"444","AME",2020-01-22,100.269997
"445","AME",2020-01-23,100.779999
"446","AME",2020-01-24,99.57
"447","AME",2020-01-27,97.779999
"448","AME",2020-01-28,99.330002
"449","AME",2020-01-29,99.629997
"450","AME",2020-01-30,99.330002
"451","AME",2020-01-31,97.150002
"452","AME",2020-02-03,97.720001
"453","AME",2020-02-04,99.110001
"454","AME",2020-02-05,100.029999
"455","AME",2020-02-06,98.68
"456","AME",2020-02-07,98.300003
"457","AME",2020-02-10,98.599998
"458","AME",2020-02-11,100.150002
"459","AME",2020-02-12,101.769997
"460","AME",2020-02-13,101.440002
"461","AME",2020-02-14,101.339996
"462","AME",2020-02-18,100.470001
"463","AME",2020-02-19,100.169998
"464","AME",2020-02-20,100.550003
"465","AME",2020-02-21,99.339996
"466","AME",2020-02-24,95.360001
"467","AME",2020-02-25,91.75
"468","AME",2020-02-26,91.110001
"469","AME",2020-02-27,87.360001
"470","AME",2020-02-28,86
"471","AME",2020-03-02,90.019997
"472","AME",2020-03-03,87.32
"473","AME",2020-03-04,91.010002
"474","AME",2020-03-05,89.07
"475","AME",2020-03-06,88.519997
"476","AME",2020-03-09,76.260002
"477","AME",2020-03-10,82.260002
"478","AME",2020-03-11,77.25
"479","AME",2020-03-12,67.519997
"480","AME",2020-03-13,74.599998
"481","AME",2020-03-16,62.540001
"482","AME",2020-03-17,65.900002
"483","AME",2020-03-18,65.650002
"484","AME",2020-03-19,69.010002
"485","AME",2020-03-20,63.369999
"486","AME",2020-03-23,58.209999
"487","AME",2020-03-24,67.940002
"488","AME",2020-03-25,71
"489","AME",2020-03-26,72.410004
"490","AME",2020-03-27,71.010002
"491","AME",2020-03-30,73.720001
"492","AME",2020-03-31,72.019997
"493","AME",2020-04-01,69.809998
"494","AME",2020-04-02,71.089996
"495","AME",2020-04-03,71.290001
"496","AME",2020-04-06,75.43
"497","AME",2020-04-07,75.790001
"498","AME",2020-04-08,77.230003
"499","AME",2020-04-09,78.230003
"500","AME",2020-04-13,76.970001
"501","AME",2020-04-14,78.080002
"502","AME",2020-04-15,76.050003
"503","AME",2020-04-16,76
"504","AME",2020-04-17,80.309998
"505","AME",2020-04-20,77.75
"506","AME",2020-04-21,73.910004
"507","AME",2020-04-22,75.889999
"508","AME",2020-04-23,75.68
"509","AME",2020-04-24,77.059998
"510","AME",2020-04-27,79.279999
"511","AME",2020-04-28,80.760002
"512","AME",2020-04-29,84.5
"513","AME",2020-04-30,83.870003
"514","AME",2020-05-01,80.489998
"515","AME",2020-05-04,79.669998
"516","AOS",2019-12-05,46.900002
"517","AOS",2019-12-06,46.790001
"518","AOS",2019-12-09,45.380001
"519","AOS",2019-12-10,45.389999
"520","AOS",2019-12-11,45.52
"521","AOS",2019-12-12,46.790001
"522","AOS",2019-12-13,46.52
"523","AOS",2019-12-16,46.189999
"524","AOS",2019-12-17,46.810001
"525","AOS",2019-12-18,47.130001
"526","AOS",2019-12-19,47.349998
"527","AOS",2019-12-20,47.419998
"528","AOS",2019-12-23,47.139999
"529","AOS",2019-12-24,47.5
"530","AOS",2019-12-26,47.740002
"531","AOS",2019-12-27,47.810001
"532","AOS",2019-12-30,47.57
"533","AOS",2019-12-31,47.639999
"534","AOS",2020-01-02,47.77
"535","AOS",2020-01-03,47.349998
"536","AOS",2020-01-06,47.650002
"537","AOS",2020-01-07,47.330002
"538","AOS",2020-01-08,47.259998
"539","AOS",2020-01-09,47.049999
"540","AOS",2020-01-10,47.619999
"541","AOS",2020-01-13,48.540001
"542","AOS",2020-01-14,47.240002
"543","AOS",2020-01-15,46.610001
"544","AOS",2020-01-16,47.630001
"545","AOS",2020-01-17,46.93
"546","AOS",2020-01-21,47.02
"547","AOS",2020-01-22,46.5
"548","AOS",2020-01-23,46.709999
"549","AOS",2020-01-24,45.43
"550","AOS",2020-01-27,43.810001
"551","AOS",2020-01-28,45.490002
"552","AOS",2020-01-29,44.310001
"553","AOS",2020-01-30,43.450001
"554","AOS",2020-01-31,42.689999
"555","AOS",2020-02-03,42.279999
"556","AOS",2020-02-04,42.790001
"557","AOS",2020-02-05,43.799999
"558","AOS",2020-02-06,43.299999
"559","AOS",2020-02-07,41.990002
"560","AOS",2020-02-10,43
"561","AOS",2020-02-11,44.009998
"562","AOS",2020-02-12,44.290001
"563","AOS",2020-02-13,44
"564","AOS",2020-02-14,43.93
"565","AOS",2020-02-18,43.98
"566","AOS",2020-02-19,44.099998
"567","AOS",2020-02-20,44.52
"568","AOS",2020-02-21,44.09
"569","AOS",2020-02-24,42.84
"570","AOS",2020-02-25,40.950001
"571","AOS",2020-02-26,39.599998
"572","AOS",2020-02-27,40.119999
"573","AOS",2020-02-28,39.549999
"574","AOS",2020-03-02,41
"575","AOS",2020-03-03,38.700001
"576","AOS",2020-03-04,40.57
"577","AOS",2020-03-05,41.630001
"578","AOS",2020-03-06,42.689999
"579","AOS",2020-03-09,40.950001
"580","AOS",2020-03-10,42.189999
"581","AOS",2020-03-11,39.970001
"582","AOS",2020-03-12,38.73
"583","AOS",2020-03-13,41.490002
"584","AOS",2020-03-16,37.990002
"585","AOS",2020-03-17,39.130001
"586","AOS",2020-03-18,38.43
"587","AOS",2020-03-19,36.849998
"588","AOS",2020-03-20,34.75
"589","AOS",2020-03-23,35.599998
"590","AOS",2020-03-24,36.490002
"591","AOS",2020-03-25,36.889999
"592","AOS",2020-03-26,37.279999
"593","AOS",2020-03-27,36.849998
"594","AOS",2020-03-30,38.599998
"595","AOS",2020-03-31,37.810001
"596","AOS",2020-04-01,35.610001
"597","AOS",2020-04-02,35.939999
"598","AOS",2020-04-03,35.869999
"599","AOS",2020-04-06,38.220001
"600","AOS",2020-04-07,39.66
"601","AOS",2020-04-08,40.220001
"602","AOS",2020-04-09,40.209999
"603","AOS",2020-04-13,39.630001
"604","AOS",2020-04-14,40.669998
"605","AOS",2020-04-15,40.080002
"606","AOS",2020-04-16,39.900002
"607","AOS",2020-04-17,41.080002
"608","AOS",2020-04-20,40.349998
"609","AOS",2020-04-21,38.720001
"610","AOS",2020-04-22,38.77
"611","AOS",2020-04-23,39.639999
"612","AOS",2020-04-24,40.389999
"613","AOS",2020-04-27,42.529999
"614","AOS",2020-04-28,43.360001
"615","AOS",2020-04-29,44.060001
"616","AOS",2020-04-30,42.380001
"617","AOS",2020-05-01,41.650002
"618","AOS",2020-05-04,41.98
"619","BA",2019-12-05,345.679993
"620","BA",2019-12-06,354.089996
"621","BA",2019-12-09,351.209991
"622","BA",2019-12-10,347.899994
"623","BA",2019-12-11,350
"624","BA",2019-12-12,346.290009
"625","BA",2019-12-13,341.670013
"626","BA",2019-12-16,327
"627","BA",2019-12-17,327
"628","BA",2019-12-18,330.679993
"629","BA",2019-12-19,333.5
"630","BA",2019-12-20,328
"631","BA",2019-12-23,337.549988
"632","BA",2019-12-24,333
"633","BA",2019-12-26,329.920013
"634","BA",2019-12-27,330.140015
"635","BA",2019-12-30,326.399994
"636","BA",2019-12-31,325.76001
"637","BA",2020-01-02,333.320007
"638","BA",2020-01-03,332.76001
"639","BA",2020-01-06,333.73999
"640","BA",2020-01-07,337.279999
"641","BA",2020-01-08,331.369995
"642","BA",2020-01-09,336.339996
"643","BA",2020-01-10,329.920013
"644","BA",2020-01-13,330.220001
"645","BA",2020-01-14,332.350006
"646","BA",2020-01-15,329.799988
"647","BA",2020-01-16,332
"648","BA",2020-01-17,324.149994
"649","BA",2020-01-21,313.369995
"650","BA",2020-01-22,309
"651","BA",2020-01-23,317.790009
"652","BA",2020-01-24,323.049988
"653","BA",2020-01-27,316.600006
"654","BA",2020-01-28,316.559998
"655","BA",2020-01-29,322.019989
"656","BA",2020-01-30,323.299988
"657","BA",2020-01-31,318.269989
"658","BA",2020-02-03,316
"659","BA",2020-02-04,317.940002
"660","BA",2020-02-05,329.549988
"661","BA",2020-02-06,341.429993
"662","BA",2020-02-07,336.75
"663","BA",2020-02-10,344.670013
"664","BA",2020-02-11,344.420013
"665","BA",2020-02-12,347.450012
"666","BA",2020-02-13,342.820007
"667","BA",2020-02-14,340.48999
"668","BA",2020-02-18,338.880005
"669","BA",2020-02-19,338.299988
"670","BA",2020-02-20,336.279999
"671","BA",2020-02-21,330.380005
"672","BA",2020-02-24,317.899994
"673","BA",2020-02-25,304.140015
"674","BA",2020-02-26,305.589996
"675","BA",2020-02-27,287.76001
"676","BA",2020-02-28,275.109985
"677","BA",2020-03-02,289.269989
"678","BA",2020-03-03,280.619995
"679","BA",2020-03-04,283.119995
"680","BA",2020-03-05,260.369995
"681","BA",2020-03-06,262.329987
"682","BA",2020-03-09,227.169998
"683","BA",2020-03-10,231.009995
"684","BA",2020-03-11,189.080002
"685","BA",2020-03-12,154.839996
"686","BA",2020-03-13,170.199997
"687","BA",2020-03-16,129.610001
"688","BA",2020-03-17,124.139999
"689","BA",2020-03-18,101.889999
"690","BA",2020-03-19,97.709999
"691","BA",2020-03-20,95.010002
"692","BA",2020-03-23,105.620003
"693","BA",2020-03-24,127.68
"694","BA",2020-03-25,158.729996
"695","BA",2020-03-26,180.550003
"696","BA",2020-03-27,162
"697","BA",2020-03-30,152.279999
"698","BA",2020-03-31,149.139999
"699","BA",2020-04-01,130.699997
"700","BA",2020-04-02,123.269997
"701","BA",2020-04-03,124.519997
"702","BA",2020-04-06,148.770004
"703","BA",2020-04-07,141.580002
"704","BA",2020-04-08,146.869995
"705","BA",2020-04-09,151.839996
"706","BA",2020-04-13,147.330002
"707","BA",2020-04-14,141
"708","BA",2020-04-15,145.979996
"709","BA",2020-04-16,134.240005
"710","BA",2020-04-17,154
"711","BA",2020-04-20,143.610001
"712","BA",2020-04-21,136.330002
"713","BA",2020-04-22,134.970001
"714","BA",2020-04-23,137.740005
"715","BA",2020-04-24,128.979996
"716","BA",2020-04-27,128.679993
"717","BA",2020-04-28,131.300003
"718","BA",2020-04-29,139
"719","BA",2020-04-30,141.020004
"720","BA",2020-05-01,133.369995
"721","BA",2020-05-04,131.460007
"722","CHRW",2019-12-05,76.309998
"723","CHRW",2019-12-06,76.019997
"724","CHRW",2019-12-09,76.269997
"725","CHRW",2019-12-10,75.800003
"726","CHRW",2019-12-11,75.889999
"727","CHRW",2019-12-12,77.980003
"728","CHRW",2019-12-13,76.550003
"729","CHRW",2019-12-16,77.050003
"730","CHRW",2019-12-17,77.769997
"731","CHRW",2019-12-18,77.75
"732","CHRW",2019-12-19,76.730003
"733","CHRW",2019-12-20,76.800003
"734","CHRW",2019-12-23,76.809998
"735","CHRW",2019-12-24,77.540001
"736","CHRW",2019-12-26,77.910004
"737","CHRW",2019-12-27,77.93
"738","CHRW",2019-12-30,77.540001
"739","CHRW",2019-12-31,78.199997
"740","CHRW",2020-01-02,77.830002
"741","CHRW",2020-01-03,77.739998
"742","CHRW",2020-01-06,76.510002
"743","CHRW",2020-01-07,78.32
"744","CHRW",2020-01-08,78.800003
"745","CHRW",2020-01-09,79.43
"746","CHRW",2020-01-10,80.120003
"747","CHRW",2020-01-13,80.459999
"748","CHRW",2020-01-14,81.75
"749","CHRW",2020-01-15,83.5
"750","CHRW",2020-01-16,84.099998
"751","CHRW",2020-01-17,80.739998
"752","CHRW",2020-01-21,80.199997
